employee_id,birth_date,Age,Hire_Year,Attrition,BusinessTravel,Department,Education,EducationField,Gender,EnvironmentSatisfaction,JobLevel,JobRole,JobSatisfaction,OverTime,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,city,university,rupiah_monthly_income,vaccinations,childern,MartialStatus,Survey Year
333,6/18/1990,32,2019,No,Non-Travel,Sales,Master,Marketing,Male,3,2,Sales Executive,4,No,3,1,3,3,Jakarta Selatan,Universitas Pendidikan Indonesia,8244000,Booster,0,Singgle,2022
334,10/2/1981,41,2021,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Male,3,2,Research Scientist,1,No,3,1,2,1,Tangerang,Universitas Diponegoro,6015200,One,3,Married,2022
335,10/8/1982,40,2013,No,Travel_Rarely,Research & Development,Diploma,Technical Degree,Male,1,2,Research Scientist,4,No,3,1,3,9,Jakarta Utara,Universitas Indonesia,6410400,One,0,Singgle,2022
336,2/13/1977,45,1998,No,Travel_Rarely,Research & Development,Undergraduate,Other,Male,3,5,Manager,4,No,3,3,3,24,Depok,Institut Teknologi Sepuluh Nopember,31823200,One,0,Singgle,2022
337,9/8/1991,31,2020,No,Travel_Frequently,Research & Development,Master,Medical,Male,2,3,Research Director,3,No,3,1,3,2,Bogor,Universitas Brawijaya,22980000,One,1,Divorced,2022
338,6/13/1989,33,2020,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,3,1,Research Scientist,4,No,3,3,2,2,Bekasi,Universitas Diponegoro,5757600,One,1,Married,2022
339,10/26/1988,34,2011,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,4,2,Manufacturing Director,1,No,3,2,3,11,Tangerang Selatan,Universitas Diponegoro,10631200,Two,1,Married,2022
340,10/25/1985,37,2019,No,Travel_Rarely,Research & Development,Diploma,Medical,Female,3,1,Research Scientist,1,No,3,1,2,3,Depok,Universitas Indonesia,7372000,One,1,Divorced,2022
341,5/12/1977,45,2019,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,1,2,Manufacturing Director,3,No,3,4,3,3,Tangerang Selatan,Universitas Diponegoro,11394400,One,4,Married,2022
342,11/10/1985,37,2021,Yes,Travel_Frequently,Research & Development,Undergraduate,Medical,Male,1,3,Manufacturing Director,3,No,3,2,3,1,Jakarta Pusat,Universitas Gadjah Mada,17176800,Two,0,Singgle,2022
343,3/8/1983,39,2003,No,Travel_Frequently,Research & Development,Master,Technical Degree,Female,3,3,Healthcare Representative,3,No,4,4,3,19,Bogor,Universitas Brawijaya,18600800,One,0,Singgle,2022
346,10/26/1993,29,2016,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,3,1,Research Scientist,4,No,3,1,3,6,Depok,Universitas Indonesia,4844000,One,0,Singgle,2022
347,1/1/1980,42,2019,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Female,4,2,Research Scientist,1,Yes,3,3,3,3,Bogor,Universitas Sebelas Maret,11572000,Booster,0,Singgle,2022
349,10/5/1993,29,2019,No,Travel_Rarely,Sales,Diploma,Marketing,Male,4,2,Sales Executive,4,No,3,4,3,3,Tangerang,Universitas Negeri Malang,12189600,Two,0,Married,2022
350,11/14/1997,25,2018,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,1,2,Manufacturing Director,3,No,3,4,3,4,Jakarta Selatan,Institut Teknologi Sepuluh Nopember,8936800,One,0,Singgle,2022
351,12/6/1980,42,2013,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,4,1,Laboratory Technician,1,Yes,3,3,3,9,Bogor,Universitas Airlangga,5248800,Two,0,Singgle,2022
352,12/8/1982,40,2001,No,Travel_Rarely,Research & Development,Diploma,Medical,Male,1,5,Research Director,3,No,3,4,3,21,Jakarta Selatan,Universitas Sebelas Maret,32197600,Booster,1,Married,2022
353,7/20/1971,51,2021,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,3,1,Research Scientist,4,No,3,2,2,1,Jakarta Utara,Universitas Pendidikan Indonesia,5456800,One,1,Divorced,2022
355,1/19/1991,31,2017,Yes,Travel_Frequently,Research & Development,Diploma,Medical,Male,3,1,Laboratory Technician,2,No,3,2,4,5,Bekasi,Universitas Negeri Malang,6666400,Booster,1,Divorced,2022
359,3/10/1990,32,2017,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,2,1,Laboratory Technician,2,No,4,3,1,5,Tangerang,Universitas Padjadjaran,5570400,One,0,Singgle,2022
361,7/10/1984,38,2014,No,Non-Travel,Sales,Diploma,Life Sciences,Male,4,2,Sales Executive,4,No,3,4,3,8,Jakarta Selatan,Universitas Padjadjaran,9498400,One,0,Singgle,2022
362,10/8/1990,32,2016,No,Travel_Rarely,Research & Development,Undergraduate,Technical Degree,Male,4,2,Laboratory Technician,1,No,3,4,3,6,Depok,Universitas Airlangga,4581600,Two,0,Singgle,2022
363,9/10/1976,46,2015,No,Travel_Rarely,Sales,Undergraduate,Technical Degree,Female,3,4,Manager,2,Yes,3,2,2,7,Jakarta Timur,Universitas Indonesia,28095200,Two,0,Singgle,2022
364,10/13/1994,28,2022,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,1,Laboratory Technician,3,No,3,3,1,0,Tangerang,Institut Teknologi Sepuluh Nopember,6676000,One,0,Singgle,2022
366,10/28/1993,29,2022,No,Travel_Rarely,Sales,Undergraduate,Medical,Male,1,2,Sales Executive,2,No,3,2,3,0,Jakarta Selatan,Universitas Bina Nusantara,11730400,Two,1,Married,2022
367,5/17/1991,31,2013,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,2,2,Healthcare Representative,4,No,4,2,3,9,Bekasi,Universitas Negeri Malang,10031200,Booster,0,Singgle,2022
369,7/8/1997,25,2016,No,Non-Travel,Research & Development,Diploma,Life Sciences,Male,2,2,Healthcare Representative,1,No,3,4,3,6,Tangerang Selatan,Universitas Gadjah Mada,7500000,One,2,Married,2022
372,1/8/1977,45,2002,No,Travel_Rarely,Research & Development,Diploma,Medical,Male,3,4,Healthcare Representative,4,Yes,3,2,3,20,Bogor,Universitas Indonesia,22693600,One,3,Married,2022
373,2/3/1986,36,2007,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,4,1,Laboratory Technician,4,No,3,3,3,15,Tangerang,Universitas Airlangga,6236000,One,0,Singgle,2022
374,7/23/1967,55,1986,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,4,5,Manager,1,Yes,3,3,3,36,Bogor,Institut Pertanian Bogor,31572000,One,1,Divorced,2022
376,12/6/1975,47,2012,Yes,Non-Travel,Research & Development,Master,Life Sciences,Male,1,3,Manager,2,Yes,3,4,2,10,Depok,Universitas Bina Nusantara,20058400,Booster,0,Singgle,2022
377,10/30/1994,28,2017,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,4,1,Research Scientist,4,No,4,4,2,5,Jakarta Utara,Universitas Diponegoro,4412000,One,0,Singgle,2022
378,6/5/1985,37,2017,No,Travel_Rarely,Sales,Master,Medical,Male,3,2,Sales Executive,4,No,3,2,4,5,Jakarta Pusat,Universitas Indonesia,11503200,Booster,0,Singgle,2022
379,1/1/2001,21,2019,No,Travel_Rarely,Research & Development,Diploma,Medical,Male,4,1,Research Scientist,3,No,3,1,4,3,Bogor,Institut Pertanian Bogor,6268000,Two,1,Divorced,2022
380,7/6/1985,37,2017,No,Non-Travel,Research & Development,Master,Medical,Female,1,3,Research Director,4,Yes,3,1,3,5,Jakarta Selatan,Universitas Gadjah Mada,22864800,One,0,Singgle,2022
381,8/17/1987,35,2015,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,2,3,Manager,2,No,3,2,2,7,Jakarta Selatan,Universitas Indonesia,20293600,One,2,Married,2022
382,2/28/1984,38,2014,No,Travel_Rarely,Sales,Diploma,Medical,Female,1,2,Sales Executive,1,Yes,4,3,3,8,Jakarta Timur,Universitas Indonesia,10068000,One,0,Singgle,2022
384,12/13/1996,26,2016,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Female,3,2,Manufacturing Director,2,No,4,1,1,6,Jakarta Pusat,Universitas Pendidikan Indonesia,11335200,One,1,Married,2022
385,7/28/1972,50,2012,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,1,5,Research Director,2,No,3,1,2,10,Jakarta Selatan,Universitas Indonesia,31730400,One,0,Singgle,2022
386,6/22/1969,53,2017,No,Travel_Rarely,Research & Development,Master,Medical,Male,3,4,Research Director,3,Yes,3,4,2,5,Tangerang Selatan,Universitas Sebelas Maret,29234400,One,3,Married,2022
387,3/16/1980,42,2002,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Male,2,2,Sales Executive,3,No,4,3,3,20,Tangerang Selatan,Universitas Pendidikan Indonesia,8951200,One,1,Married,2022
388,5/13/1993,29,2012,No,Travel_Frequently,Sales,Diploma,Life Sciences,Male,2,2,Sales Executive,4,No,3,1,2,10,Jakarta Selatan,Universitas Brawijaya,8386400,One,0,Singgle,2022
389,10/9/1967,55,2012,No,Travel_Rarely,Research & Development,Diploma,Technical Degree,Male,2,2,Laboratory Technician,4,Yes,3,4,3,10,Tangerang,Institut Pertanian Bogor,9764000,Two,0,Singgle,2022
390,6/8/1996,26,2017,No,Travel_Frequently,Research & Development,Diploma,Medical,Male,1,2,Healthcare Representative,1,Yes,3,3,3,5,Jakarta Timur,Universitas Airlangga,8685600,One,0,Singgle,2022
391,10/8/1985,37,2005,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,4,1,Research Scientist,4,No,3,2,3,17,Tangerang Selatan,Universitas Negeri Semarang,4484000,One,2,Divorced,2022
392,7/8/1978,44,2021,Yes,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,4,1,Laboratory Technician,3,Yes,4,4,1,1,Jakarta Selatan,Universitas Sebelas Maret,6157600,Booster,4,Married,2022
393,5/13/1984,38,2020,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,4,2,Healthcare Representative,4,No,3,2,3,2,Tangerang Selatan,Universitas Indonesia,10292000,Booster,1,Married,2022
394,3/24/1996,26,2019,Yes,Travel_Rarely,Research & Development,Master,Medical,Male,1,1,Laboratory Technician,2,Yes,3,4,3,3,Tangerang,Institut Teknologi Sepuluh Nopember,4896800,One,2,Married,2022
395,11/18/1994,28,2017,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Female,4,1,Research Scientist,4,No,4,4,3,5,Jakarta Selatan,Universitas Sebelas Maret,6396000,One,0,Singgle,2022
396,8/19/1973,49,2019,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,3,5,Research Director,1,Yes,3,4,3,3,Depok,Institut Pertanian Bogor,30964000,Two,2,Married,2022
397,6/4/1986,36,2014,No,Travel_Rarely,Research & Development,Undergraduate,Technical Degree,Male,3,2,Research Scientist,2,No,3,4,3,8,Jakarta Utara,Universitas Padjadjaran,8276000,One,0,Singgle,2022
399,7/10/1991,31,2020,No,Travel_Frequently,Sales,Undergraduate,Marketing,Female,4,1,Sales Representative,2,No,3,3,2,2,Jakarta Utara,Universitas Indonesia,5562400,Two,0,Singgle,2022
401,1/6/1996,26,2014,Yes,Travel_Rarely,Sales,Master,Marketing,Male,4,2,Sales Executive,4,Yes,3,2,3,8,Jakarta Utara,Universitas Sebelas Maret,10424800,One,0,Singgle,2022
403,11/13/1985,37,2018,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Male,2,1,Research Scientist,4,Yes,3,3,2,4,Jakarta Selatan,Universitas Indonesia,4821600,Two,0,Singgle,2022
404,6/8/1980,42,2002,No,Travel_Frequently,Sales,Undergraduate,Marketing,Female,3,4,Sales Executive,2,No,3,4,4,20,Jakarta Selatan,Universitas Negeri Malang,22740000,One,0,Singgle,2022
405,8/4/2004,18,2022,Yes,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,3,1,Laboratory Technician,3,No,3,3,3,0,Jakarta Timur,Universitas Indonesia,3372000,Two,0,Singgle,2022
406,10/6/1987,35,2011,No,Travel_Rarely,Sales,Undergraduate,Marketing,Male,3,3,Sales Executive,2,No,3,3,2,11,Jakarta Pusat,Institut Teknologi Sepuluh Nopember,13932000,One,1,Married,2022
407,3/26/1986,36,2021,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,3,1,Laboratory Technician,4,No,3,4,3,1,Jakarta Selatan,Universitas Diponegoro,7000800,Two,2,Divorced,2022
408,12/20/1971,51,2018,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,4,2,Manufacturing Director,2,No,3,4,3,4,Tangerang,Universitas Padjadjaran,9871200,One,0,Singgle,2022
410,6/13/1981,41,2000,No,Travel_Rarely,Sales,Master,Life Sciences,Male,4,4,Manager,2,No,3,2,3,22,Depok,Universitas Bina Nusantara,26724000,Two,0,Singgle,2022
411,11/17/2004,18,2022,No,Travel_Rarely,Sales,Undergraduate,Medical,Female,4,1,Sales Representative,3,No,3,1,3,0,Jakarta Timur,Institut Teknologi Sepuluh Nopember,3020000,One,0,Singgle,2022
412,3/23/1994,28,2014,No,Travel_Rarely,Research & Development,Diploma,Medical,Male,2,2,Healthcare Representative,1,No,3,3,3,8,Jakarta Timur,Universitas Negeri Malang,10157600,One,0,Singgle,2022
416,1/8/1991,31,2014,No,Travel_Rarely,Sales,Undergraduate,Technical Degree,Male,2,2,Sales Executive,4,No,3,2,2,8,Jakarta Selatan,Universitas Airlangga,12186400,One,1,Married,2022
417,12/8/1983,39,2004,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,3,Healthcare Representative,4,No,3,1,2,18,Jakarta Selatan,Universitas Indonesia,16480800,Two,0,Singgle,2022
419,11/9/1986,36,2013,No,Non-Travel,Research & Development,Master,Life Sciences,Female,2,2,Laboratory Technician,2,No,3,3,3,9,Tangerang Selatan,Institut Pertanian Bogor,10178400,One,0,Singgle,2022
420,5/13/1990,32,2009,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Male,4,2,Sales Executive,3,No,3,3,2,13,Depok,Universitas Indonesia,9874400,One,0,Singgle,2022
421,7/4/1984,38,2012,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Female,1,3,Research Director,2,No,3,3,3,10,Tangerang Selatan,Universitas Airlangga,20397600,One,1,Divorced,2022
422,2/10/1964,58,2017,No,Non-Travel,Research & Development,Master,Life Sciences,Male,4,2,Healthcare Representative,3,Yes,3,4,3,5,Tangerang,Universitas Diponegoro,10156000,One,4,Married,2022
423,6/6/1991,31,2017,No,Travel_Rarely,Research & Development,Master,Technical Degree,Male,3,1,Research Scientist,4,Yes,3,3,3,5,Jakarta Pusat,Universitas Bina Nusantara,8813600,Booster,0,Singgle,2022
424,7/4/1991,31,2020,No,Travel_Rarely,Human Resources,Undergraduate,Human Resources,Male,1,2,Human Resources,1,No,3,4,3,2,Jakarta Timur,Universitas Sebelas Maret,11356000,One,0,Singgle,2022
425,10/9/1977,45,1998,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,1,3,Laboratory Technician,1,No,3,1,3,24,Jakarta Timur,Universitas Negeri Semarang,9436000,One,0,Singgle,2022
426,2/15/1991,31,2020,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,1,Research Scientist,4,Yes,3,2,1,2,Jakarta Selatan,Universitas Indonesia,5412000,One,0,Singgle,2022
428,4/17/1989,33,2012,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,4,3,Manager,2,No,3,2,3,10,Tangerang Selatan,Universitas Airlangga,20104800,One,0,Singgle,2022
429,11/5/1983,39,2001,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,4,Manager,1,Yes,3,4,3,21,Bekasi,Institut Pertanian Bogor,28408800,One,3,Married,2022
430,7/16/1979,43,2014,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,3,1,Laboratory Technician,4,No,3,1,3,8,Tangerang,Universitas Diponegoro,5028000,One,0,Singgle,2022
431,10/6/1973,49,2015,No,Travel_Rarely,Research & Development,Diploma,Technical Degree,Female,3,4,Healthcare Representative,3,Yes,3,4,3,7,Jakarta Pusat,Universitas Gadjah Mada,23442400,One,0,Singgle,2022
433,11/4/1970,52,2014,Yes,Travel_Rarely,Research & Development,Master,Medical,Male,3,2,Research Scientist,2,No,3,1,2,8,Bogor,Institut Teknologi Sepuluh Nopember,9005600,One,1,Divorced,2022
434,5/10/1995,27,2018,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,3,1,Research Scientist,2,Yes,3,2,2,4,Jakarta Timur,Universitas Indonesia,5064800,Booster,0,Singgle,2022
436,2/8/1990,32,2009,No,Travel_Rarely,Sales,Diploma,Technical Degree,Female,3,2,Sales Executive,2,Yes,3,4,3,13,Jakarta Selatan,Universitas Indonesia,9464800,Booster,1,Married,2022
437,5/12/1995,27,2017,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Male,4,2,Sales Executive,3,Yes,3,1,3,5,Jakarta Barat,Institut Teknologi Sepuluh Nopember,8264800,Two,0,Married,2022
438,9/1/1991,31,2015,No,Travel_Rarely,Sales,Undergraduate,Marketing,Male,4,2,Sales Executive,4,No,3,4,3,7,Bekasi,Institut Teknologi Sepuluh Nopember,13175200,Two,0,Singgle,2022
439,3/9/1990,32,2015,No,Travel_Rarely,Research & Development,Master,Medical,Female,1,2,Research Scientist,4,No,3,3,2,7,Bogor,Institut Pertanian Bogor,9188000,Booster,1,Married,2022
440,1/30/1994,28,2019,Yes,Travel_Rarely,Research & Development,Master,Medical,Male,1,1,Research Scientist,4,Yes,3,4,2,3,Tangerang,Universitas Indonesia,6642400,Booster,1,Married,2022
441,6/24/1992,30,2012,No,Travel_Rarely,Research & Development,Diploma,Medical,Female,4,2,Research Scientist,4,No,3,4,3,10,Bogor,Universitas Sebelas Maret,10340000,One,0,Singgle,2022
442,6/6/1991,31,2012,No,Travel_Frequently,Research & Development,Diploma,Life Sciences,Female,3,3,Manufacturing Director,3,No,4,1,3,10,Bekasi,Universitas Gadjah Mada,15408800,One,0,Divorced,2022
444,9/7/1983,39,2001,No,Travel_Frequently,Research & Development,Diploma,Medical,Male,3,5,Manager,4,No,3,1,3,21,Depok,Universitas Negeri Semarang,31935200,Two,0,Singgle,2022
445,5/21/1983,39,2021,Yes,Travel_Rarely,Sales,Diploma,Medical,Female,4,2,Sales Executive,3,Yes,3,1,2,1,Tangerang Selatan,Universitas Brawijaya,9480800,Booster,0,Singgle,2022
446,12/10/1989,33,2015,No,Travel_Frequently,Sales,Undergraduate,Marketing,Male,2,2,Sales Executive,4,No,3,3,2,7,Tangerang Selatan,Universitas Indonesia,8591200,Booster,0,Singgle,2022
447,12/24/1975,47,2019,No,Travel_Rarely,Research & Development,Doctor,Life Sciences,Male,4,5,Research Director,3,No,3,2,3,3,Jakarta Pusat,Universitas Brawijaya,30380000,One,1,Married,2022
448,9/8/1979,43,2013,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,3,2,Laboratory Technician,3,No,3,2,4,9,Jakarta Selatan,Universitas Diponegoro,9511200,Two,0,Singgle,2022
449,2/14/1995,27,2017,No,Non-Travel,Sales,Undergraduate,Marketing,Male,3,2,Sales Executive,2,Yes,3,4,3,5,Tangerang Selatan,Universitas Indonesia,11258400,Two,0,Singgle,2022
450,5/30/1968,54,2018,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,4,2,Research Scientist,3,No,3,4,2,4,Bogor,Universitas Gadjah Mada,8890400,Two,0,Singgle,2022
451,3/26/1979,43,2021,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,3,3,Healthcare Representative,1,No,3,1,2,1,Tangerang Selatan,Universitas Sebelas Maret,17076000,One,0,Singgle,2022
452,10/13/1977,45,2012,No,Travel_Rarely,Research & Development,Master,Other,Male,4,2,Research Scientist,4,No,3,1,3,10,Bekasi,Institut Teknologi Sepuluh Nopember,7015200,One,1,Married,2022
453,7/25/1982,40,2018,No,Travel_Rarely,Sales,Diploma,Medical,Male,2,2,Sales Executive,4,Yes,4,3,2,4,Bekasi,Universitas Pendidikan Indonesia,13031200,One,0,Singgle,2022
454,6/14/1993,29,2015,Yes,Travel_Rarely,Research & Development,Master,Other,Male,2,1,Laboratory Technician,1,Yes,3,4,2,7,Jakarta Pusat,Institut Teknologi Bandung,4490400,Two,0,Singgle,2022
455,6/19/1993,29,2019,No,Travel_Rarely,Research & Development,Doctor,Other,Male,2,1,Laboratory Technician,4,No,3,3,3,3,Jakarta Pusat,Universitas Indonesia,7472800,Booster,1,Married,2022
456,10/6/1992,30,2012,No,Travel_Rarely,Sales,Undergraduate,Marketing,Female,4,2,Sales Executive,3,No,3,3,3,10,Depok,Institut Teknologi Sepuluh Nopember,10888800,One,0,Singgle,2022
458,8/21/1995,27,2014,No,Travel_Rarely,Sales,Master,Marketing,Female,2,2,Sales Executive,2,No,3,1,3,8,Bogor,Universitas Gadjah Mada,11042400,One,0,Singgle,2022
460,6/13/1985,37,2016,No,Travel_Rarely,Research & Development,Diploma,Medical,Male,4,2,Manufacturing Director,4,No,3,3,2,6,Jakarta Utara,Universitas Bina Nusantara,11255200,One,2,Divorced,2022
461,6/10/1984,38,2011,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Male,3,3,Research Director,4,Yes,3,2,3,11,Jakarta Timur,Universitas Pendidikan Indonesia,19516000,Two,0,Divorced,2022
462,7/8/1991,31,2011,No,Travel_Rarely,Research & Development,Master,Medical,Female,3,3,Manufacturing Director,4,Yes,3,3,2,11,Jakarta Pusat,Universitas Padjadjaran,12528800,Two,0,Singgle,2022
463,3/13/1993,29,2015,No,Travel_Rarely,Sales,Undergraduate,Marketing,Female,4,2,Sales Executive,2,Yes,3,1,3,7,Jakarta Selatan,Universitas Sebelas Maret,14328800,One,0,Singgle,2022
464,5/27/1987,35,2006,No,Travel_Rarely,Research & Development,Master,Technical Degree,Male,3,3,Manufacturing Director,2,No,3,4,3,16,Tangerang Selatan,Universitas Bina Nusantara,14052000,One,0,Singgle,2022
465,6/23/1999,23,2018,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,3,1,Research Scientist,4,No,3,3,2,4,Jakarta Selatan,Institut Teknologi Sepuluh Nopember,5746400,One,1,Married,2022
466,11/10/1981,41,2017,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,4,2,Manufacturing Director,2,Yes,3,4,3,5,Depok,Universitas Indonesia,10751200,One,0,Singgle,2022
467,1/24/1975,47,2022,No,Travel_Frequently,Sales,Undergraduate,Medical,Male,2,2,Sales Representative,3,No,3,1,3,0,Jakarta Utara,Universitas Padjadjaran,5861600,One,0,Singgle,2022
468,5/12/1980,42,2021,No,Travel_Rarely,Research & Development,Doctor,Life Sciences,Female,1,4,Research Director,4,No,3,2,3,1,Jakarta Selatan,Universitas Gadjah Mada,26687200,One,3,Married,2022
469,6/13/1993,29,2018,No,Non-Travel,Sales,Undergraduate,Life Sciences,Male,4,2,Sales Executive,3,No,3,1,2,4,Jakarta Timur,Universitas Padjadjaran,8538400,Two,0,Married,2022
470,7/10/1980,42,2019,No,Travel_Rarely,Human Resources,Undergraduate,Technical Degree,Male,3,1,Human Resources,3,Yes,3,3,3,3,Tangerang Selatan,Universitas Sebelas Maret,5413600,Booster,0,Singgle,2022
471,6/8/1990,32,2014,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,3,1,Laboratory Technician,2,No,3,3,3,8,Jakarta Selatan,Universitas Indonesia,4892000,Booster,0,Singgle,2022
473,11/17/1974,48,2022,No,Travel_Rarely,Sales,Undergraduate,Medical,Female,1,3,Manager,3,No,4,2,1,0,Jakarta Utara,Universitas Sebelas Maret,21106400,One,4,Married,2022
474,5/9/1985,37,2015,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,2,Research Scientist,1,Yes,3,1,3,7,Jakarta Selatan,Universitas Brawijaya,10658400,One,0,Singgle,2022
475,1/18/1992,30,2020,No,Non-Travel,Sales,Diploma,Technical Degree,Female,4,2,Sales Executive,3,Yes,3,2,4,2,Tangerang Selatan,Universitas Indonesia,8677600,One,0,Singgle,2022
476,9/12/1996,26,2014,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Male,3,2,Sales Executive,3,No,3,2,3,8,Depok,Institut Pertanian Bogor,9573600,Two,0,Singgle,2022
477,11/11/1980,42,2021,No,Travel_Rarely,Research & Development,Master,Other,Male,1,2,Healthcare Representative,4,No,4,2,3,1,Jakarta Timur,Universitas Gadjah Mada,11949600,Booster,0,Singgle,2022
478,10/13/2001,21,2019,Yes,Travel_Frequently,Sales,Undergraduate,Technical Degree,Female,1,1,Sales Representative,2,Yes,3,3,3,3,Jakarta Pusat,Universitas Padjadjaran,4578400,Booster,0,Married,2022
479,7/6/1986,36,2021,No,Non-Travel,Sales,Doctor,Medical,Female,4,2,Sales Executive,4,No,3,2,3,1,Jakarta Selatan,Universitas Negeri Semarang,11744800,One,0,Divorced,2022
481,3/8/1986,36,2009,No,Travel_Frequently,Sales,Master,Medical,Male,1,3,Sales Executive,4,No,3,1,3,13,Jakarta Selatan,Universitas Sebelas Maret,16618400,One,1,Divorced,2022
482,10/24/1965,57,2019,No,Travel_Rarely,Research & Development,Master,Medical,Male,4,2,Healthcare Representative,3,No,3,3,3,3,Depok,Institut Teknologi Bandung,11908000,One,0,Singgle,2022
483,5/30/1982,40,2015,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,4,1,Laboratory Technician,3,Yes,3,3,3,7,Jakarta Selatan,Universitas Indonesia,4640800,One,0,Singgle,2022
484,5/1/2001,21,2019,No,Non-Travel,Sales,Diploma,Medical,Male,1,1,Sales Representative,4,No,4,3,2,3,Jakarta Selatan,Universitas Negeri Semarang,5276000,Booster,0,Singgle,2022
485,6/30/1989,33,2021,Yes,Travel_Rarely,Sales,Undergraduate,Marketing,Female,4,1,Sales Representative,3,Yes,3,2,3,1,Jakarta Utara,Institut Teknologi Sepuluh Nopember,5661600,One,0,Singgle,2022
486,12/6/1985,37,2017,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,3,1,Laboratory Technician,1,No,4,2,3,5,Jakarta Selatan,Universitas Pendidikan Indonesia,6623200,Booster,0,Singgle,2022
487,10/1/1976,46,2021,No,Non-Travel,Research & Development,Master,Medical,Female,3,2,Manufacturing Director,3,No,3,3,4,1,Jakarta Pusat,Institut Teknologi Sepuluh Nopember,9512800,One,2,Married,2022
488,5/9/1981,41,2014,Yes,Travel_Frequently,Sales,Undergraduate,Marketing,Male,1,2,Sales Executive,2,No,3,3,3,8,Jakarta Timur,Universitas Diponegoro,16068000,One,4,Married,2022
491,11/11/1972,50,2018,No,Travel_Rarely,Research & Development,Undergraduate,Technical Degree,Male,4,3,Healthcare Representative,4,No,3,4,3,4,Jakarta Pusat,Universitas Indonesia,17893600,Two,0,Singgle,2022
492,3/20/1982,40,2016,Yes,Travel_Rarely,Sales,Diploma,Marketing,Male,3,2,Sales Executive,3,Yes,3,1,3,6,Tangerang Selatan,Universitas Pendidikan Indonesia,11308000,Booster,1,Married,2022
493,6/8/1991,31,2020,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,1,Research Scientist,2,Yes,3,4,3,2,Bekasi,Universitas Indonesia,5351200,Two,0,Singgle,2022
494,10/13/2001,21,2021,Yes,Travel_Rarely,Sales,Undergraduate,Life Sciences,Female,3,1,Sales Representative,2,No,3,4,3,1,Jakarta Selatan,Institut Teknologi Sepuluh Nopember,5445600,Booster,0,Singgle,2022
495,5/25/1993,29,2019,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,4,1,Research Scientist,4,No,3,4,3,3,Jakarta Pusat,Universitas Sebelas Maret,4621600,One,0,Singgle,2022
